version=0.200000
baseType=matrix
type=doubleMatrix
numRows=32
numCols=3
-0x1.578e6a6e3fb73p-1 0x1.5832bfc634608p-3 0x1.999999999999ap-4 
0x1.2d6c4f3b04bd4p-2 0x1.7eafec823cb61p-7 0x1.999999999999ap-4 
0x1.5cea898eaa6a5p-1 0x1.454a82c1d4b6fp-2 0x1.999999999999ap-4 
0x1.15e4ad7c2f449p+0 0x1.b9ccf38742222p-2 0x1.999999999999ap-4 
0x1.125156a8d996bp-1 0x1.c5fc9bec0636bp-3 0x1.999999999999ap-4 
0x1.2b192cf93c0e7p-2 0x1.c4d899d8f6b6ap-4 0x1.999999999999ap-4 
-0x1.18c76682d833ap-1 0x1.b3da4690949a7p-4 0x1.999999999999ap-4 
-0x1.0d593401b4ba8p-1 0x1.298a3752a60a5p-2 0x1.999999999999ap-4 
-0x1.6586aad8e408p-1 0x1.6165ca6312decp-2 0x1.999999999999ap-4 
0x1.25c30293c5ee2p-2 0x1.c1f599b0a0f9bp-4 0x1.999999999999ap-4 
-0x1.23a4c9e0bc7abp-1 0x1.f96e86fa3f9d6p-1 0x1.999999999999ap-4 
0x1.74104a8ab00bbp-2 0x1.5facfaf94c2d7p-3 0x1.999999999999ap-4 
-0x1.23c7b330e2005p-1 0x1.3bf21ed527ec3p-3 0x1.999999999999ap-4 
-0x1.7bcd62990bd8p+0 0x1.5bd52d9c21b9ap-1 0x1.999999999999ap-4 
0x1.cfd030e556e8p-2 0x1.245c0e880f4p-3 0x1.999999999999ap-4 
-0x1.dbb01d1dcd66ap-2 0x1.6cb83eac938a5p-3 0x1.999999999999ap-4 
-0x1.6213f6d59bf66p-1 0x1.d2ead7f676cc4p-3 0x1.999999999999ap-4 
0x1.23b8b593835bbp-1 0x1.5c856ed6b3e94p-3 0x1.999999999999ap-4 
-0x1.17a384788b112p-1 0x1.07f4267078cadp+0 0x1.999999999999ap-4 
0x1.ba99b10476aa4p-2 0x1.c7a4b5e07c11cp-3 0x1.999999999999ap-4 
-0x1.c10336dd9bc3p-2 0x1.59f2988476733p-4 0x1.999999999999ap-4 
-0x1.760636030fdb3p-1 0x1.a4578f7a8a557p-2 0x1.999999999999ap-4 
0x1.c06cd9a447a3bp-2 0x1.bf6ad66f1a892p-3 0x1.999999999999ap-4 
-0x1.a103f2f7564e5p-2 0x1.22b5d7359fe3ep-5 0x1.999999999999ap-4 
0x1.19ae26b8a4da5p-1 0x1.1c5e722ad47ccp-3 0x1.999999999999ap-4 
-0x1.9c43614ded069p-1 0x1.32b5888cf30d4p-2 0x1.999999999999ap-4 
-0x1.82b3115dcb61dp-1 0x1.4dc1e00a23de2p-2 0x1.999999999999ap-4 
0x1.00bf9a78e39a6p+0 0x1.965f0ee285c7cp-2 0x1.999999999999ap-4 
-0x1.bee6b405619e9p-2 0x1.ae47da33a7ac1p-4 0x1.999999999999ap-4 
0x1.cbab9e515a83cp-2 0x1.9ed1f7e5afde9p-3 0x1.999999999999ap-4 
-0x1.d4a132469a79cp-1 0x1.55bf218b24ceep-2 0x1.999999999999ap-4 
0x1.0d8e93cb2e265p-1 0x1.0685fcc4fae92p-2 0x1.999999999999ap-4 
