49.0084 0.106515 
48.7573 0.106515 
48.5062 0.106515 
48.2551 0.106515 
48.004 0.106515 
47.7528 0.106515 
47.5017 0.106515 
47.2506 0.106515 
46.9995 0.106515 
46.7484 0.106515 
46.4973 0.106515 
46.2461 0.106515 
45.995 0.106515 
45.7439 0.106515 
45.4928 0.106515 
45.2417 0.106515 
44.9906 0.106515 
44.7394 0.106515 
44.4883 0.106515 
44.2372 0.106515 
43.9861 0.106515 
43.735 0.106515 
43.4839 0.106515 
43.2327 0.106515 
42.9816 0.106515 
42.7305 0.106515 
42.4794 0.106515 
42.2283 0.106516 
41.9772 0.106516 
41.726 0.106517 
41.4749 0.106518 
41.2238 0.10652 
40.9727 0.106522 
40.7216 0.106526 
40.4705 0.106531 
40.2193 0.106539 
39.9682 0.106551 
39.7171 0.106567 
39.466 0.106589 
39.2149 0.106619 
38.9638 0.10666 
38.7126 0.106714 
38.4615 0.106784 
38.2104 0.106873 
37.9593 0.106986 
37.7082 0.107124 
37.4571 0.107289 
37.2059 0.107483 
36.9548 0.107703 
36.7037 0.107945 
36.4526 0.108199 
36.2015 0.108449 
35.9504 0.108674 
35.6992 0.10884 
35.4481 0.108909 
35.197 0.108827 
34.9459 0.108532 
34.6948 0.107949 
34.4437 0.106995 
34.1925 0.105578 
33.9414 0.1036 
33.6903 0.100966 
33.4392 0.0975824 
33.1881 0.0933698 
32.937 0.088266 
32.6858 0.0822347 
32.4347 0.0752728 
32.1836 0.0674158 
31.9325 0.058743 
31.6814 0.0493798 
31.4303 0.0394975 
31.1791 0.0293107 
30.928 0.0190702 
30.6769 0.00905483 
30.4258 -0.000441557 
30.1747 -0.00912333 
29.9235 -0.0167084 
29.6724 -0.0229436 
29.4213 -0.0276183 
29.1702 -0.030577 
28.9191 -0.0317279 
28.668 -0.0310483 
28.4168 -0.0285857 
28.1657 -0.0244544 
27.9146 -0.0188285 
27.6635 -0.0119319 
27.4124 -0.00402532 
27.1613 0.00460771 
26.9101 0.0136749 
26.659 0.0228887 
26.4079 0.0319785 
26.1568 0.0407002 
25.9057 0.0488428 
25.6546 0.0562336 
25.4034 0.0627397 
25.1523 0.0682673 
24.9012 0.0727604 
24.6501 0.0761966 
24.399 0.0785832 
24.1479 0.079952 
23.8967 0.0803543 
23.6456 0.0798547 
23.3945 0.0785259 
23.1434 0.0764416 
22.8923 0.0736707 
22.6412 0.0702706 
22.39 0.0662811 
22.1389 0.06172 
21.8878 0.0565802 
21.6367 0.0508304 
21.3856 0.0444192 
21.1345 0.0372844 
20.8833 0.0293673 
20.6322 0.0206308 
20.3811 0.0110807 
20.13 0.000788471 
19.8789 -0.0100895 
19.6278 -0.0212966 
19.3766 -0.0324713 
19.1255 -0.0431524 
18.8744 -0.0528 
18.6233 -0.0608287 
18.3722 -0.0666544 
18.1211 -0.0697494 
17.8699 -0.0697016 
17.6188 -0.0662704 
17.3677 -0.0594331 
17.1166 -0.0494146 
16.8655 -0.0366956 
16.6144 -0.0219965 
16.3632 -0.0062359 
16.1121 0.00953263 
15.861 0.0242001 
15.6099 0.036691 
15.3588 0.0460516 
15.1077 0.0515295 
14.8565 0.0526356 
14.6054 0.0491832 
14.3543 0.0413002 
14.1032 0.029414 
13.8521 0.0142124 
13.601 -0.0034159 
13.3498 -0.0224529 
13.0987 -0.0418291 
12.8476 -0.0604995 
12.5965 -0.0775112 
12.3454 -0.0920583 
