0.150017 0.71462 
0.985236 0.0423915 
0.987448 0.699194 
0.374196 0.141637 
0.390351 0.155715 
0.971837 0.123035 
0.162499 0.704763 
0.027501 0.998068 
0.171104 0.38834 
0.658219 0.0172749 
0.621219 0.0656883 
0.0716756 0.998613 
0.293708 0.906095 
0.198965 0.423928 
0.555169 0.320063 
0.88802 0.657763 
0.981335 0.380669 
0.979292 0.38077 
0.248628 0.883568 
0.783857 0.770354 
0.759848 0.754634 
0.0502885 0.479349 
0.0835108 0.455718 
0.187693 0.982227 
0.975559 0.276158 
0.981935 0.297606 
0.211694 0.99366 
0.994777 0.44892 
0.974869 0.601356 
0.890484 0.719962 
0.494179 0.391884 
0.485996 0.566072 
0.0995211 0.998384 
0.0764699 0.837119 
0.116855 0.774959 
0.498269 0.599661 
0.524523 0.585613 
0.256755 0.324437 
0.280365 0.34874 
0.83367 0.654037 
0.825981 0.61215 
0.704295 0.629088 
0.658594 0.581407 
0.11247 0.814645 
0.0332328 0.865611 
0.474755 0.115197 
0.530442 0.112136 
0.191219 0.56094 
0.365168 0.508264 
0.056716 0.800704 
0.342221 0.619335 
0.382645 0.631758 
0.575338 0.0493913 
0.522251 0.0805413 
0.450834 0.226952 
0.371744 0.329748 
0.369334 0.461586 
0.379926 0.455794 
0.364268 0.393817 
0.2293 0.82362 
0.206741 0.860145 
0.914781 0.627059 
0.98452 0.596672 
0.965929 0.462814 
0.99655 0.483508 
0.963186 0.657076 
0.755602 0.61305 
0.58057 0.60497 
0.561542 0.623259 
0.679095 0.637612 
0.230316 0.457749 
0.197856 0.469237 
0.149528 0.476455 
0.2088 0.521663 
0.290177 0.55105 
0.398012 0.58633 
0.421249 0.615908 
0.583387 0.595524 
0.210828 0.68879 
0.208856 0.656057 
0.247036 0.346282 
0.326576 0.261682 
0.963496 0.595268 
0.191929 0.750198 
0.177824 0.768046 
0.290609 0.331512 
0.267713 0.400828 
0.192818 0.819713 
0.189803 0.848868 
0.218129 0.867754 
0.27764 0.820118 
0.302238 0.594496 
0.358956 0.549688 
0.996927 0.165002 
0.32471 0.482647 
0.367673 0.471635 
0.342545 0.355927 
0.297221 0.318841 
0.250966 0.343816 
0.213459 0.38623 
0.218711 0.846485 
0.240087 0.771025 
0.269356 0.475723 
0.284614 0.465684 
0.3769 0.509814 
0.259535 0.49356 
0.309796 0.387963 
0.319771 0.235473 
0.347606 0.591045 
0.314599 0.377271 
0.22562 0.435383 
0.319361 0.445505 
0.253989 0.994014 
0.181394 0.886924 
0.137049 0.783433 
0.117545 0.843154 
0.145523 0.765207 
0.531104 0.119768 
0.46659 0.064349 
0.985236 0.727761 
0.934762 0.566703 
0.689532 0.667312 
0.543542 0.581388 
0.308317 0.588656 
0.28355 0.269803 
0.147654 0.970216 
0.257244 0.942518 
0.0146877 0.754093 
0.524803 0.140639 
0.0578579 0.904168 
0.410294 0.529771 
0.228361 0.499928 
0.479639 0.658211 
0.408467 0.527626 
0.777207 0.596223 
0.751037 0.67678 
0.358313 0.185533 
0.131446 0.743539 
0.399726 0.520266 
0.262556 0.609145 
0.737594 0.678402 
0.750618 0.582576 
0.202513 0.429159 
0.954103 0.0246029 
0.266447 0.914057 
0.142203 0.969787 
0.986126 0.518356 
0.848092 0.690886 
0.489493 0.18642 
0.397737 0.509237 
0.47109 0.663903 
0.543926 0.569736 
0.851492 0.574489 
0.227818 0.337048 
0.107141 0.716972 
0.117968 0.951393 
0.402823 0.51076 
0.510391 0.669932 
0.216986 0.579522 
0.394599 0.497801 
0.605568 0.0765328 
0.999367 0.497634 
0.874182 0.71108 
0.622345 0.577828 
0.378639 0.126172 
0.0774864 0.7105 
0.0185072 0.928808 
0.492331 0.191537 
0.426896 0.678925 
0.758468 0.578441 
0.984255 0.100403 
0.379901 0.452814 
0.970279 0.519683 
0.255252 0.662739 
0.818058 0.710598 
0.112299 0.958789 
0.502961 0.180437 
0.417011 0.0664453 
0.173321 0.552153 
0.97324 0.513164 
0.239032 0.747683 
0.831014 0.713447 
0.782859 0.572986 
0.380561 0.398907 
0.33369 0.985914 
0.153494 0.67851 
0.182399 0.314217 
0.703396 0.0201761 
0.277216 0.672497 
0.967841 0.517205 
0.506075 0.54629 
0.712372 0.697636 
0.0234401 0.671515 
0.168661 0.555256 
0.65181 0.693409 
0.0716867 0.95836 
0.88869 0.548289 
0.418266 0.303825 
0.143003 0.399371 
0.265039 0.721481 
