# Prepared plot of model file 
version=0x1.999999999999ap-3
baseType=matrix
type=doubleMatrix
numRows=80
numCols=3
0x1.c3eba2ee7eb13p+0 0x1.0fcc0c8b2effap+1 -0x1.8bc4f823a7074p+0 
0x1.b926d2ae78917p+0 0x1.0fcc0c8b2effap+1 -0x1.8bbe9bb3d29c6p+0 
0x1.ae62026e7271bp+0 0x1.0fcc0c8b2effap+1 -0x1.8bb6fc6b552a7p+0 
0x1.a39d322e6c51fp+0 0x1.0fcc0c8b2effap+1 -0x1.8badfa3dcf966p+0 
0x1.98d861ee66323p+0 0x1.0fcc0c8b2effap+1 -0x1.8ba3803160d28p+0 
0x1.8e1391ae60127p+0 0x1.0fcc0c8b2effap+1 -0x1.8b978991db01cp+0 
0x1.834ec16e59f2bp+0 0x1.0fcc0c8b2effap+1 -0x1.8b8a26dd096b3p+0 
0x1.7889f12e53d2fp+0 0x1.0fcc0c8b2effap+1 -0x1.8b7b81a2d1e28p+0 
0x1.6dc520ee4db33p+0 0x1.0fcc0c8b2effap+1 -0x1.8b6bde7d058aap+0 
0x1.630050ae47937p+0 0x1.0fcc0c8b2effap+1 -0x1.8b5b9c43c5227p+0 
0x1.583b806e4173bp+0 0x1.0fcc0c8b2effap+1 -0x1.8b4b2fbdd2653p+0 
0x1.4d76b02e3b53fp+0 0x1.0fcc0c8b2effap+1 -0x1.8b3b1b3aac039p+0 
0x1.42b1dfee35343p+0 0x1.0fcc0c8b2effap+1 -0x1.8b2be1ba1cd69p+0 
0x1.37ed0fae2f147p+0 0x1.0fcc0c8b2effap+1 -0x1.8b1df56ec8234p+0 
0x1.2d283f6e28f4bp+0 0x1.0fcc0c8b2effap+1 -0x1.8b11a170c0d5dp+0 
0x1.22636f2e22d4fp+0 0x1.0fcc0c8b2effap+1 -0x1.8b06ee45eb20bp+0 
0x1.179e9eee1cb53p+0 0x1.0fcc0c8b2effap+1 -0x1.8afd8074213d9p+0 
0x1.0cd9ceae16957p+0 0x1.0fcc0c8b2effap+1 -0x1.8af46fa153659p+0 
0x1.0214fe6e1075bp+0 0x1.0fcc0c8b2effap+1 -0x1.8aea13f308ca4p+0 
0x1.eea05c5c14abdp-1 0x1.0fcc0c8b2effap+1 -0x1.8adbc69d5c517p+0 
0x1.d916bbdc086c4p-1 0x1.0fcc0c8b2effap+1 -0x1.8ac5922e404a1p+0 
0x1.c38d1b5bfc2cbp-1 0x1.0fcc0c8b2effap+1 -0x1.8aa1cf77f716bp+0 
